73
4 (20, 16)
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.0003
    weight_decay: 0
)
Model initialization complete.
Training START
-len(train_loader)- 8007
iter 100:, hard_loss_metric=0.67741048, full_loss_metric=0.22981611, full_loss_num=1003664.18750000, mean_dist=0.46968567, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.171
iter 4000:, hard_loss_metric=0.71191382, full_loss_metric=0.21410289, full_loss_num=171055.71875000, mean_dist=2.11036181, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.816

iter 4100:, hard_loss_metric=0.71033859, full_loss_metric=0.21358715, full_loss_num=169998.23437500, mean_dist=2.11866283, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.826

iter 4200:, hard_loss_metric=0.70849782, full_loss_metric=0.21364513, full_loss_num=163456.20312500, mean_dist=2.14471722, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.815

iter 4300:, hard_loss_metric=0.70939398, full_loss_metric=0.21396813, full_loss_num=164478.85937500, mean_dist=2.14788604, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.822

iter 4400:, hard_loss_metric=0.70519638, full_loss_metric=0.21337044, full_loss_num=161333.18750000, mean_dist=2.16673255, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.826

iter 4500:, hard_loss_metric=0.70499116, full_loss_metric=0.21376264, full_loss_num=157712.45312500, mean_dist=2.17705941, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.826

iter 4600:, hard_loss_metric=0.70496458, full_loss_metric=0.21390145, full_loss_num=160252.70312500, mean_dist=2.18929005, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.830

iter 4700:, hard_loss_metric=0.70058846, full_loss_metric=0.21324579, full_loss_num=155679.59375000, mean_dist=2.20324850, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.833

iter 4800:, hard_loss_metric=0.70280731, full_loss_metric=0.21377096, full_loss_num=153361.85937500, mean_dist=2.21629000, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.829

iter 4900:, hard_loss_metric=0.70113695, full_loss_metric=0.21374342, full_loss_num=150609.21875000, mean_dist=2.23860741, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.829

0:21:38.164329
iter 5000:, hard_loss_metric=0.70001459, full_loss_metric=0.21424764, full_loss_num=149738.43750000, mean_dist=2.24470711, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.837

iter 5100:, hard_loss_metric=0.69680023, full_loss_metric=0.21362352, full_loss_num=147991.31250000, mean_dist=2.24922872, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.832

iter 5200:, hard_loss_metric=0.70001245, full_loss_metric=0.21432617, full_loss_num=150346.26562500, mean_dist=2.25575614, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.834

iter 5300:, hard_loss_metric=0.69476271, full_loss_metric=0.21374002, full_loss_num=146237.56250000, mean_dist=2.27537417, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.840

iter 5400:, hard_loss_metric=0.69341910, full_loss_metric=0.21320599, full_loss_num=146238.40625000, mean_dist=2.27769303, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.837

iter 5500:, hard_loss_metric=0.69639754, full_loss_metric=0.21484318, full_loss_num=143027.67187500, mean_dist=2.29869819, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.837

iter 5600:, hard_loss_metric=0.69027758, full_loss_metric=0.21402177, full_loss_num=141789.59375000, mean_dist=2.29905367, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.840

iter 5700:, hard_loss_metric=0.68725377, full_loss_metric=0.21349552, full_loss_num=139431.59375000, mean_dist=2.32270455, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.840

iter 5800:, hard_loss_metric=0.68941844, full_loss_metric=0.21349278, full_loss_num=141180.00000000, mean_dist=2.31779242, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.839

iter 5900:, hard_loss_metric=0.68936831, full_loss_metric=0.21437575, full_loss_num=136447.82812500, mean_dist=2.34653926, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.844

0:21:39.229365
iter 6000:, hard_loss_metric=0.68705297, full_loss_metric=0.21413934, full_loss_num=136279.06250000, mean_dist=2.34858251, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.849

iter 6100:, hard_loss_metric=0.68345535, full_loss_metric=0.21358976, full_loss_num=134129.68750000, mean_dist=2.36427331, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.841

iter 6200:, hard_loss_metric=0.68343019, full_loss_metric=0.21378075, full_loss_num=133341.70312500, mean_dist=2.37480831, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.846

iter 6300:, hard_loss_metric=0.68546599, full_loss_metric=0.21474983, full_loss_num=133846.48437500, mean_dist=2.37492728, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.839

iter 6400:, hard_loss_metric=0.68396574, full_loss_metric=0.21365787, full_loss_num=133631.29687500, mean_dist=2.37354016, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.850

iter 6500:, hard_loss_metric=0.68056184, full_loss_metric=0.21418419, full_loss_num=128790.25000000, mean_dist=2.40086961, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.854

iter 6600:, hard_loss_metric=0.67938215, full_loss_metric=0.21332793, full_loss_num=130197.50000000, mean_dist=2.39707851, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.851

iter 6700:, hard_loss_metric=0.68121064, full_loss_metric=0.21416087, full_loss_num=130260.71093750, mean_dist=2.41533065, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.848

iter 6800:, hard_loss_metric=0.67705321, full_loss_metric=0.21412581, full_loss_num=127255.25781250, mean_dist=2.42109227, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.844

iter 6900:, hard_loss_metric=0.67742682, full_loss_metric=0.21363574, full_loss_num=125797.89843750, mean_dist=2.42795229, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.844

0:21:38.192367
iter 7000:, hard_loss_metric=0.67701226, full_loss_metric=0.21424060, full_loss_num=125622.42968750, mean_dist=2.43807435, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.841

iter 7100:, hard_loss_metric=0.67470950, full_loss_metric=0.21415630, full_loss_num=125538.07812500, mean_dist=2.43920851, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.852

iter 7200:, hard_loss_metric=0.67621797, full_loss_metric=0.21421249, full_loss_num=125557.75000000, mean_dist=2.44653988, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.850

iter 7300:, hard_loss_metric=0.67382437, full_loss_metric=0.21351244, full_loss_num=124726.96093750, mean_dist=2.45307446, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.851

iter 7400:, hard_loss_metric=0.67496890, full_loss_metric=0.21402639, full_loss_num=123216.36718750, mean_dist=2.46210980, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.855

iter 7500:, hard_loss_metric=0.67207718, full_loss_metric=0.21394430, full_loss_num=123530.31250000, mean_dist=2.46941853, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.847

iter 7600:, hard_loss_metric=0.66767967, full_loss_metric=0.21378990, full_loss_num=118850.57031250, mean_dist=2.49196339, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.851

iter 7700:, hard_loss_metric=0.66776294, full_loss_metric=0.21371716, full_loss_num=119618.86718750, mean_dist=2.49271250, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.852

iter 7800:, hard_loss_metric=0.66672987, full_loss_metric=0.21415691, full_loss_num=118553.61718750, mean_dist=2.51126170, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.856

iter 7900:, hard_loss_metric=0.66422218, full_loss_metric=0.21385168, full_loss_num=118264.99218750, mean_dist=2.51672840, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.847

0:21:33.719401
iter 8000:, hard_loss_metric=0.66073346, full_loss_metric=0.21311453, full_loss_num=116730.03906250, mean_dist=2.52164006, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.859

iter 8100:, hard_loss_metric=0.66391367, full_loss_metric=0.21387547, full_loss_num=117609.31250000, mean_dist=2.52563953, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.860

iter 8200:, hard_loss_metric=0.66165060, full_loss_metric=0.21371220, full_loss_num=117410.13281250, mean_dist=2.53235984, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.853

iter 8300:, hard_loss_metric=0.66381323, full_loss_metric=0.21424492, full_loss_num=116538.81250000, mean_dist=2.53256321, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.855

iter 8400:, hard_loss_metric=0.66395152, full_loss_metric=0.21410638, full_loss_num=115777.29687500, mean_dist=2.54553676, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.862

iter 8500:, hard_loss_metric=0.66427618, full_loss_metric=0.21431212, full_loss_num=114576.56250000, mean_dist=2.55096841, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.860

iter 8600:, hard_loss_metric=0.66008973, full_loss_metric=0.21484458, full_loss_num=111772.11718750, mean_dist=2.56281614, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.858

iter 8700:, hard_loss_metric=0.65617228, full_loss_metric=0.21353008, full_loss_num=113095.04687500, mean_dist=2.55755424, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.864

iter 8800:, hard_loss_metric=0.65643781, full_loss_metric=0.21394104, full_loss_num=111865.03906250, mean_dist=2.57742310, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.864

iter 8900:, hard_loss_metric=0.65688735, full_loss_metric=0.21406513, full_loss_num=113393.29687500, mean_dist=2.56872797, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.862

0:21:33.901728
iter 9000:, hard_loss_metric=0.65663743, full_loss_metric=0.21405637, full_loss_num=111460.63281250, mean_dist=2.58028102, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.864

iter 9100:, hard_loss_metric=0.65616149, full_loss_metric=0.21412984, full_loss_num=111418.21093750, mean_dist=2.58728385, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.861

iter 9200:, hard_loss_metric=0.65237379, full_loss_metric=0.21387941, full_loss_num=109483.84375000, mean_dist=2.60711241, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.864

iter 9300:, hard_loss_metric=0.65286368, full_loss_metric=0.21428208, full_loss_num=108034.85156250, mean_dist=2.61178184, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.859

iter 9400:, hard_loss_metric=0.64886755, full_loss_metric=0.21386202, full_loss_num=108497.31250000, mean_dist=2.60856557, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.864

iter 9500:, hard_loss_metric=0.64834231, full_loss_metric=0.21352020, full_loss_num=108857.50000000, mean_dist=2.60940671, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.873

iter 9600:, hard_loss_metric=0.65006483, full_loss_metric=0.21406147, full_loss_num=106545.32812500, mean_dist=2.62583494, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.866

iter 9700:, hard_loss_metric=0.64753014, full_loss_metric=0.21342529, full_loss_num=106469.93750000, mean_dist=2.63882685, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.865

iter 9800:, hard_loss_metric=0.64885402, full_loss_metric=0.21424867, full_loss_num=106101.03906250, mean_dist=2.64035773, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.861

iter 9900:, hard_loss_metric=0.64687419, full_loss_metric=0.21353292, full_loss_num=106245.89843750, mean_dist=2.63661075, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.863

0:21:33.055011
iter 10000:, hard_loss_metric=0.64291781, full_loss_metric=0.21357419, full_loss_num=103587.64062500, mean_dist=2.65488720, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.869

iter 10100:, hard_loss_metric=0.64341903, full_loss_metric=0.21377893, full_loss_num=104029.03906250, mean_dist=2.66130805, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.863

iter 10200:, hard_loss_metric=0.64710075, full_loss_metric=0.21438523, full_loss_num=106805.96093750, mean_dist=2.65208554, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.866

iter 10300:, hard_loss_metric=0.64392054, full_loss_metric=0.21386772, full_loss_num=104366.61718750, mean_dist=2.66367054, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.869

iter 10400:, hard_loss_metric=0.64184642, full_loss_metric=0.21344960, full_loss_num=103793.88281250, mean_dist=2.66850185, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.869

iter 10500:, hard_loss_metric=0.64355141, full_loss_metric=0.21439967, full_loss_num=102438.32812500, mean_dist=2.67697453, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.870

iter 10600:, hard_loss_metric=0.64058310, full_loss_metric=0.21404593, full_loss_num=102326.42968750, mean_dist=2.68091273, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.867

iter 10700:, hard_loss_metric=0.64120328, full_loss_metric=0.21351147, full_loss_num=102429.63281250, mean_dist=2.68285179, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.874

iter 10800:, hard_loss_metric=0.63859254, full_loss_metric=0.21411966, full_loss_num=101309.34375000, mean_dist=2.69321132, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.870

iter 10900:, hard_loss_metric=0.64110041, full_loss_metric=0.21475309, full_loss_num=101434.40625000, mean_dist=2.70004058, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.865

0:21:30.598912
iter 11000:, hard_loss_metric=0.63539970, full_loss_metric=0.21341728, full_loss_num=100267.82812500, mean_dist=2.70862699, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.868

iter 11100:, hard_loss_metric=0.63496095, full_loss_metric=0.21383150, full_loss_num=100359.53906250, mean_dist=2.70504522, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.871

iter 11200:, hard_loss_metric=0.63863778, full_loss_metric=0.21417950, full_loss_num=101478.96875000, mean_dist=2.70425344, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.873

iter 11300:, hard_loss_metric=0.63688684, full_loss_metric=0.21418469, full_loss_num=100129.32812500, mean_dist=2.71278191, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.870

iter 11400:, hard_loss_metric=0.63514531, full_loss_metric=0.21398769, full_loss_num=99697.96093750, mean_dist=2.71921730, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.871

iter 11500:, hard_loss_metric=0.63335645, full_loss_metric=0.21342447, full_loss_num=100491.60156250, mean_dist=2.71294427, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.872

iter 11600:, hard_loss_metric=0.62770635, full_loss_metric=0.21348423, full_loss_num=96627.14062500, mean_dist=2.74269438, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.871

iter 11700:, hard_loss_metric=0.63128704, full_loss_metric=0.21413866, full_loss_num=97501.42187500, mean_dist=2.73390007, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.866

iter 11800:, hard_loss_metric=0.63350850, full_loss_metric=0.21403335, full_loss_num=99912.13281250, mean_dist=2.73706126, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.877

iter 11900:, hard_loss_metric=0.63094240, full_loss_metric=0.21375699, full_loss_num=96824.75781250, mean_dist=2.75534487, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.875

0:21:30.641664
iter 12000:, hard_loss_metric=0.63030779, full_loss_metric=0.21375239, full_loss_num=96160.32031250, mean_dist=2.75555420, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.875

iter 12100:, hard_loss_metric=0.62920845, full_loss_metric=0.21467030, full_loss_num=95721.50000000, mean_dist=2.75964427, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.875

iter 12200:, hard_loss_metric=0.62698877, full_loss_metric=0.21345815, full_loss_num=97544.10937500, mean_dist=2.74967194, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.877

iter 12300:, hard_loss_metric=0.62860262, full_loss_metric=0.21387738, full_loss_num=97182.14843750, mean_dist=2.75214672, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.876

iter 12400:, hard_loss_metric=0.62711775, full_loss_metric=0.21405935, full_loss_num=96835.28906250, mean_dist=2.76547384, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.878

iter 12500:, hard_loss_metric=0.62467629, full_loss_metric=0.21388549, full_loss_num=95582.97656250, mean_dist=2.77630615, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.875

iter 12600:, hard_loss_metric=0.62605482, full_loss_metric=0.21389350, full_loss_num=95811.89062500, mean_dist=2.77267003, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.876

iter 12700:, hard_loss_metric=0.62285322, full_loss_metric=0.21355075, full_loss_num=95585.38281250, mean_dist=2.77398968, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.872

iter 12800:, hard_loss_metric=0.62292975, full_loss_metric=0.21359578, full_loss_num=95238.20312500, mean_dist=2.78885794, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.880

iter 12900:, hard_loss_metric=0.62421393, full_loss_metric=0.21441738, full_loss_num=95024.27343750, mean_dist=2.78677392, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.878

0:21:34.499454
iter 13000:, hard_loss_metric=0.62277859, full_loss_metric=0.21353005, full_loss_num=95061.92187500, mean_dist=2.78411317, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.877

iter 13100:, hard_loss_metric=0.62208438, full_loss_metric=0.21363813, full_loss_num=95240.06250000, mean_dist=2.79325223, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.881

iter 13200:, hard_loss_metric=0.61788160, full_loss_metric=0.21342926, full_loss_num=93920.28906250, mean_dist=2.80500174, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.880

iter 13300:, hard_loss_metric=0.62342227, full_loss_metric=0.21461755, full_loss_num=94825.39843750, mean_dist=2.79691863, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.876

iter 13400:, hard_loss_metric=0.62158263, full_loss_metric=0.21404339, full_loss_num=93365.03125000, mean_dist=2.79955840, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.876

iter 13500:, hard_loss_metric=0.62234420, full_loss_metric=0.21435940, full_loss_num=93417.99218750, mean_dist=2.80037713, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.882

iter 13600:, hard_loss_metric=0.61703634, full_loss_metric=0.21321574, full_loss_num=92621.14062500, mean_dist=2.80413723, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.876

iter 13700:, hard_loss_metric=0.61610329, full_loss_metric=0.21346445, full_loss_num=91671.61718750, mean_dist=2.81997895, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.877

iter 13800:, hard_loss_metric=0.61616021, full_loss_metric=0.21364832, full_loss_num=91316.46875000, mean_dist=2.82165980, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.879

iter 13900:, hard_loss_metric=0.61502081, full_loss_metric=0.21320412, full_loss_num=92232.28125000, mean_dist=2.82690501, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.874

0:21:32.339765
iter 14000:, hard_loss_metric=0.61390245, full_loss_metric=0.21363394, full_loss_num=92546.65625000, mean_dist=2.82926583, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.878

iter 14100:, hard_loss_metric=0.61627412, full_loss_metric=0.21401812, full_loss_num=92270.36718750, mean_dist=2.82372355, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.876

